-121.169965,38.671361,24 Hour Fitness - Folsom Cardio Equipment; Free Weights; Group Cycling; Group Exercise; Indoor Lap Pool; Juice Bar*; Kids' Club*; Personal Training*; Personal Training Area; Personal Viewing Screens; Practice Basketball Court; Pro Shop*; Sauna; Steam Room; TRX Suspension Training; Towel Service; Training Club 24 - IGNITE*; Training Club 24 - TORCH*; Whirlpool; Club Number: 00809; Open Date: 11/30/2007 12:00:00 AM,(916) 984-1924,1006 Riley Street,Folsom,CA,95630,USA
-117.430048,34.063134,24 Hour Fitness - Fontana Cardio Equipment; Free Weights; Free WiFi; Full Sized Basketball Court; Group Cycling; Group Exercise; Indoor Lap Pool; Kids' Club*; Parisi Speed School*; Personal Training*; Personal Training Area; Personal Viewing Screens; Practice Basketball Court; Pro Shop; Racquetball Court; Sauna; Steam Room; Strength Machines; TRX Suspension Training; Towel Service; Training Club 24 - IGNITE*; Whirlpool; Club Number: 00923; Open Date: 4/20/2013 12:00:00 AM,(909) 357-8000,17204 Slover Ave,Fontana,CA,92337,USA
-117.47108,34.150323,24 Hour Fitness - Fontana North Cardio Equipment; Free Weights; Full Sized Basketball Court; Group Cycling; Group Exercise; Indoor Lap Pool; Kids' Club*; Lounge; Personal Training*; Pro Shop*; Sauna; Steam Room; TRX Suspension Training; Training Club 24 - IGNITE*; Volleyball; Whirlpool; Club Number: 00907; Open Date: 3/16/2007 12:00:00 AM,(909) 463-9520,15310 Summit Avenue,Fontana,CA,92336,USA
-117.954299,33.696746,24 Hour Fitness - Fountain Valley Cardio Equipment; Free Weights; Group Exercise; Kids' Club*; Personal Training*; Club Number: 00048; Open Date: 12/30/2004 12:00:00 AM,(714) 593-5690,18305 Brookhurst St.,Fountain Valley,CA,92708,USA
-117.954345,33.71351,24 Hour Fitness - Fountain Valley Cardio Equipment; Free Weights; Full Sized Basketball Court; Group Cycling; Group Exercise; Indoor Lap Pool; Kids' Club*; Personal Training*; Personal Training Area; Pro Shop; Sauna; Steam Room; Strength Machines; Towel Service; Training Club 24 - IGNITE*; Training Club 24 - TORCH*; Club Number: 00448; Open Date: 12/19/2015 12:00:00 AM,(714) 274-4396,17200 Brookhurst Street,Fountain Valley,CA,92708,USA
-121.958389,37.51021,24 Hour Fitness - Fremont Auto Mall Cardio Equipment; Free Weights; Group Cycling; Group Exercise; Indoor Lap Pool; Kids' Club*; Personal Training*; Personal Training Area; Personal Viewing Screens; Practice Basketball Court; Pro Shop*; Sauna; Steam Room; Strength Machines; TRX Suspension Training; Towel Service; Training Club 24 - IGNITE*; Whirlpool; Club Number: 00493; Open Date: 3/2/2013 12:00:00 AM,(510) 226-6900,4500 Auto Mall Parkway,Fremont,CA,94538,USA
-122.025053,37.568348,24 Hour Fitness - Fremont Cardio Equipment; Free Weights; Group Cycling; Group Exercise; Kids' Club*; Personal Training*; Pro Shop; Sauna; Strength Machines; Training Club 24 - IGNITE*; Club Number: 00271; Open Date: 12/19/2014 12:00:00 AM,(510) 608-6230,35630 Fremont Boulevard,Fremont,CA,94536,USA
-121.978865,37.552386,24 Hour Fitness - Paseo Padre Cardio Equipment; Circuit Training; Coin Collect Lockers; Free Weights; Group Exercise; Kids' Club*; Personal Training*; Pro Shop*; Club Number: 00543; Open Date: 7/1/1992 12:00:00 AM,(510) 795-6666,39300 Paseo Padre Pkwy,Fremont,CA,94538,USA
-117.966323,33.7886,24 Hour Fitness - Garden Grove Cardio Equipment; Coin Collect Lockers; Free Weights; Full Sized Basketball Court; Group Cycling; Group Exercise; Indoor Lap Pool; Kids' Club*; Personal Training*; Pro Shop*; Sauna; Steam Room; Training Club 24 - IGNITE*; Whirlpool; Club Number: 00156; Open Date: 11/1/1990 12:00:00 AM,(714) 537-3000,9561 Chapman Avenue,Garden Grove,CA,92841,USA
-118.254999,34.152306,24 Hour Fitness - Glendale Cardio Equipment; Executive Lockers*; Free Weights; Full Sized Basketball Court; Group Cycling; Group Exercise; Indoor Lap Pool; Kids' Club*; Personal Training*; Personal Training Area; Personal Viewing Screens; Pro Shop*; Racquetball Court; Sauna; Squash Courts; Steam Room; Strength Machines; TRX Suspension Training; Towel Service; Training Club 24 - IGNITE*; Whirlpool; Club Number: 00219; Open Date: 10/1/2000 12:00:00 AM,(818) 247-4334,450 North Brand Blvd,Glendale,CA,91203,USA
